source_brand,target_brand,brand_class,pair_rows,mean_ratio,mean_tfidf_cosine_char,mean_score,source_brand_corpus_rows,target_brand_corpus_rows
Active O2,Garant,distinct_brand_true_hard_negative,1,26.66666666666667,0.0,0.6510041952133179,77,63
Abant,Imsdal,distinct_brand_true_hard_negative,1,18.181818181818176,0.0,0.7289727330207825,32,13
A&W,Peapod,distinct_brand_true_hard_negative,1,22.22222222222222,0.0,0.6352896690368652,62,96
A SHOC,Rambler,distinct_brand_true_hard_negative,1,15.384615384615385,0.0,0.7398614883422852,72,15
4Bro,Oasis,distinct_brand_true_hard_negative,1,22.22222222222222,0.0,0.6827362179756165,86,10
4Bro,Get More,distinct_brand_true_hard_negative,1,16.666666666666664,0.0,0.683422327041626,86,25
Aurica,Bio Techusa,distinct_brand_true_hard_negative,1,35.29411764705882,0.008732406576187162,0.6337720155715942,59,14
Barsmith,Frostie,distinct_brand_true_hard_negative,1,40.0,0.0,0.6973897218704224,57,24
Bärenmarke,Minor Figures,distinct_brand_true_hard_negative,1,26.086956521739136,0.00790743058544642,0.623165488243103,35,3
Basic Ayurveda,Cosmoveda,distinct_brand_true_hard_negative,1,43.47826086956522,0.20640976852098422,0.6894757747650146,10,31
Bullit,Bragulat,distinct_brand_true_hard_negative,1,57.14285714285714,0.048480119322548004,0.6143317818641663,82,2
Bubbl'r,Glow,distinct_brand_true_hard_negative,1,18.181818181818176,0.0,0.7202634811401367,123,7
Bubbl'r,Aura Bora,distinct_brand_true_hard_negative,1,37.5,0.009942214793238324,0.7005749940872192,123,10
Bremner's,Valio,distinct_brand_true_hard_negative,1,0.0,0.0,0.7131083011627197,19,91
Bremner's,L&A,distinct_brand_true_hard_negative,1,16.666666666666664,0.0,0.7436990737915039,19,11
Bravo,Garant,distinct_brand_true_hard_negative,1,36.36363636363637,0.02340640136316322,0.7309391498565674,137,63
Boost,Rowdy Energy,distinct_brand_true_hard_negative,1,11.764705882352944,0.0,0.5957106351852417,120,17
Bolt 24,Sports Water,distinct_brand_true_hard_negative,1,31.57894736842105,0.0,0.6723819971084595,90,3
Bolt 24,Nutramino,distinct_brand_true_hard_negative,1,12.5,0.0,0.7244827747344971,90,10
Blue Print,Detox Water,distinct_brand_true_hard_negative,1,28.57142857142857,0.0,0.5798438191413879,17,1
Bio Gourmet,Vitalhaus,distinct_brand_true_hard_negative,1,19.999999999999996,0.0,0.7388249635696411,27,12
Bio Food,QNT,distinct_brand_true_hard_negative,1,0.0,0.0,0.6429522037506104,23,11
Bigallet,Yo,distinct_brand_true_hard_negative,1,0.0,0.0,0.5536231398582458,32,10
Bigallet,The Good Guys,distinct_brand_true_hard_negative,1,9.523809523809524,0.0,0.6105636358261108,32,15
Big Red,La Casera,distinct_brand_true_hard_negative,1,25.0,0.0,0.5801788568496704,118,32
Big 8,Kas,distinct_brand_true_hard_negative,1,0.0,0.0,0.7132772207260132,104,17
Bezoya,Mont Roucous,distinct_brand_true_hard_negative,1,11.111111111111116,0.0,0.6783084869384766,76,8
Bezoya,Alnavit,distinct_brand_true_hard_negative,1,15.384615384615385,0.0,0.6297867298126221,76,19
Beetology,Bleichhof,distinct_brand_true_hard_negative,1,33.333333333333336,0.00780196099993962,0.6833416223526001,13,7
El Corte Inglés,Imsdal,distinct_brand_true_hard_negative,1,19.047619047619047,0.03462321734056,0.5987887382507324,205,13
El Corte Inglés,Kiviks Musteri,distinct_brand_true_hard_negative,1,27.586206896551722,0.015174082004670006,0.6873279809951782,205,59
Elisha,Marcel,distinct_brand_true_hard_negative,1,33.333333333333336,0.020960695868886933,0.6741250157356262,6,33
Lambda,Cidou,distinct_brand_true_hard_negative,1,18.181818181818176,0.0,0.677712082862854,34,17
L&A,meijer,distinct_brand_true_hard_negative,1,0.0,0.0,0.7202996015548706,100,43
Kullamust,Paquito,distinct_brand_true_hard_negative,1,37.5,0.0,0.738100528717041,9,11
Koza,Salt Stick,distinct_brand_true_hard_negative,1,14.28571428571429,0.0,0.5631937980651855,181,3
Kotimaista,Ramlösa,distinct_brand_true_hard_negative,1,35.29411764705882,0.008274097604451145,0.7315002679824829,96,69
Kizilay,Hysope,distinct_brand_true_hard_negative,1,15.384615384615385,0.0,0.6600521802902222,117,11
Kizilay,Eager,distinct_brand_true_hard_negative,1,16.666666666666664,0.0,0.7371633052825928,117,5
Kiviks Musteri,So Natural,distinct_brand_true_hard_negative,1,33.333333333333336,0.0,0.7374169826507568,261,40
Kiju,Cock N Bull,distinct_brand_true_hard_negative,1,26.66666666666667,0.0,0.6807288527488708,90,48
Kayseri Pazarı,Arifoglu,distinct_brand_true_hard_negative,1,28.57142857142857,0.015481862004273003,0.7135965824127197,233,4
Kas,Conad,distinct_brand_true_hard_negative,1,25.0,0.0,0.7284252643585205,127,76
KA,Lilt,distinct_brand_true_hard_negative,1,0.0,0.0,0.7235895991325378,91,7
Jumbo,Fruit2O,distinct_brand_true_hard_negative,1,33.333333333333336,0.012873657076182482,0.6913267374038696,15,5
Jeden Tag,Valio,distinct_brand_true_hard_negative,1,14.28571428571429,0.0,0.6780163049697876,26,91
Jardin Bio,Delhaize,distinct_brand_true_hard_negative,1,22.22222222222222,0.0,0.6791551113128662,179,15
Jardin Bio,Caresse Antillaise,distinct_brand_true_hard_negative,1,28.57142857142857,0.007804694245279835,0.6493027210235596,179,20
Jardin Bio,Alnavit,distinct_brand_true_hard_negative,1,35.29411764705882,0.0,0.6640685200691223,179,19
Jacobs,Paulig,distinct_brand_true_hard_negative,1,16.666666666666664,0.0,0.7305495738983154,42,23
JOYBA,Ralph's,distinct_brand_true_hard_negative,1,16.666666666666664,0.0,0.6263424158096313,62,14
Içim,Just Water,distinct_brand_true_hard_negative,1,0.0,0.0,0.6941025853157043,48,21
LIFEWTR,ZenWTR,distinct_brand_true_hard_negative,1,61.53846153846154,0.2164784780975511,0.6217191219329834,125,8
Les Fees Bio,Cidou,distinct_brand_true_hard_negative,1,23.529411764705888,0.0,0.7403968572616577,39,17
Enervit,AA,distinct_brand_true_hard_negative,1,0.0,0.0,0.5653579235076904,40,18
Levissima,Tasting Good,distinct_brand_true_hard_negative,1,19.047619047619047,0.0,0.7271531820297241,168,10
Mio Mio,Orange Crush,distinct_brand_true_hard_negative,1,21.052631578947366,0.0,0.6709860563278198,29,8
3D,nu3,distinct_brand_true_hard_negative,1,40.0,0.0,0.6047838926315308,81,1
Mezzo Mix,The Juice Company,distinct_brand_true_hard_negative,1,23.076923076923073,0.0,0.698123574256897,63,22
Meneau,Protein2O,distinct_brand_true_hard_negative,1,26.66666666666667,0.0,0.6965457797050476,181,8
Meneau,Morga,distinct_brand_true_hard_negative,1,36.36363636363637,0.018138354241055116,0.6493675708770752,181,19
McCafé,Peet's Coffee,distinct_brand_true_hard_negative,1,31.57894736842105,0.0,0.6865704655647278,39,12
May Tea,PureThé,distinct_brand_true_hard_negative,1,28.57142857142857,0.0,0.7138545513153076,258,4
Mautner Markhof,Brookes,distinct_brand_true_hard_negative,1,18.181818181818176,0.0,0.7014719247817993,48,1
Margaritaville,Barsmith,distinct_brand_true_hard_negative,1,36.36363636363637,0.025788682386084595,0.5989092588424683,51,13
Marcel,Daylesford,distinct_brand_true_hard_negative,1,25.0,0.0,0.7416723370552063,129,7
Manzanita Sol,Cock N Bull,distinct_brand_true_hard_negative,1,25.0,0.01102395200249045,0.7362233400344849,52,48
Mahbuba,Kiviks Musteri,distinct_brand_true_hard_negative,1,19.047619047619047,0.008325294007051861,0.726861298084259,133,59
Mahbuba,Hartridges,distinct_brand_true_hard_negative,1,23.529411764705888,0.0,0.6591075658798218,133,9
Mahbuba,Frutti,distinct_brand_true_hard_negative,1,15.384615384615385,0.0,0.6789976358413696,133,13
Loviseberg Råsaft,Cidou,distinct_brand_true_hard_negative,1,9.090909090909093,0.0,0.7283166646957397,143,17
Loop,True North,distinct_brand_true_hard_negative,1,14.28571428571429,0.0,0.6506552696228027,100,6
Loop,God Morgon,distinct_brand_true_hard_negative,1,28.57142857142857,0.0,0.6078234910964966,100,61
Loop,Dry,distinct_brand_true_hard_negative,1,0.0,0.0,0.5717676877975464,100,21
Liquid Ice,AA,distinct_brand_true_hard_negative,1,0.0,0.0,0.6605219841003418,26,18
Içim,Jardin Bio,distinct_brand_true_hard_negative,1,28.57142857142857,0.0,0.6927281618118286,48,26
Içim,Friesche,distinct_brand_true_hard_negative,1,33.333333333333336,0.0,0.6338004469871521,48,10
Isostar,Mr. Fitzpatrick's,distinct_brand_true_hard_negative,1,34.78260869565217,0.0,0.6895549893379211,99,2
Inca Kola,Stewart's,distinct_brand_true_hard_negative,1,22.22222222222222,0.0,0.664725124835968,42,21
Full Circle Market,Icee,distinct_brand_true_hard_negative,1,36.36363636363637,0.008199051404080901,0.6391795873641968,8,7
Fruit Fast,Frutti,distinct_brand_true_hard_negative,1,62.5,0.16779339469377,0.63509202003479,28,13
Fruchtsirup,Yo,distinct_brand_true_hard_negative,1,0.0,0.0,0.7123037576675415,14,10
Fritz- Spritz,Bio Gourmet,distinct_brand_true_hard_negative,1,34.78260869565217,0.0,0.68346107006073,11,9
Food Club,Cure Hydration,distinct_brand_true_hard_negative,1,17.391304347826086,0.007992461898638961,0.5624206066131592,52,30
Folkington's,Boston America,distinct_brand_true_hard_negative,1,38.46153846153846,0.04435604045172899,0.6245582103729248,54,5
Fior di Loto,Pingo Doce,distinct_brand_true_hard_negative,1,45.45454545454546,0.02143075837761463,0.651412308216095,23,7
Farm Boy,Super Drink,distinct_brand_true_hard_negative,1,21.052631578947366,0.0,0.668310284614563,143,31
Farm Boy,Peet's Coffee,distinct_brand_true_hard_negative,1,19.047619047619047,0.0,0.604015588760376,143,12
Farm Boy,NOS,distinct_brand_true_hard_negative,1,18.181818181818176,0.0,0.7175029516220093,143,29
Faragello,Alkaline88,distinct_brand_true_hard_negative,1,31.57894736842105,0.0,0.6249877214431763,1,18
Family Christodoulou,Naturgreen,distinct_brand_true_hard_negative,1,19.999999999999996,0.0,0.7100162506103516,45,8
FLIRT,Me Me,distinct_brand_true_hard_negative,1,0.0,0.0,0.7145622968673706,22,3
Exotic,Poikain Parhaat,distinct_brand_true_hard_negative,1,19.047619047619047,0.0,0.7399494647979736,87,17
Everfresh,Berri,distinct_brand_true_hard_negative,1,42.85714285714286,0.011191863785274814,0.6923099756240845,33,9
Ethiquable,Rå,distinct_brand_true_hard_negative,1,16.666666666666664,0.0,0.6883885264396667,124,11
Erikli,Relentless,distinct_brand_true_hard_negative,1,25.0,0.0,0.6704878807067871,169,21
Erikli,Danival,distinct_brand_true_hard_negative,1,30.76923076923077,0.0,0.652428150177002,169,1
Erbology,Premier,distinct_brand_true_hard_negative,1,26.66666666666667,0.01042468279974368,0.6425201892852783,40,121
Fun Light,Rolnik,distinct_brand_true_hard_negative,1,26.66666666666667,0.0,0.6601367592811584,103,2
Garant,So Natural,distinct_brand_true_hard_negative,1,37.5,0.01904291926934381,0.700355052947998,191,40
Gayelord Hauser,So Natural,distinct_brand_true_hard_negative,1,40.0,0.0,0.7236093282699585,48,40
Günbak,Sun Quench,distinct_brand_true_hard_negative,1,25.0,0.0,0.6856333613395691,144,14
Ikea,D'Arbo,distinct_brand_true_hard_negative,1,19.999999999999996,0.0,0.7319861650466919,6,12
Iceland,Hawaiian Springs,distinct_brand_true_hard_negative,1,26.086956521739136,0.007975167811474424,0.7040509581565857,58,11
Icee,Rio,distinct_brand_true_hard_negative,1,28.57142857142857,0.0,0.6610190868377686,38,1
Ibc,Maine Root,distinct_brand_true_hard_negative,1,15.384615384615385,0.0,0.7055209875106812,81,12
Hochwald,Black Forest,distinct_brand_true_hard_negative,1,9.999999999999998,0.0,0.6205669641494751,15,5
Hill Country Fare,Dublin,distinct_brand_true_hard_negative,1,17.391304347826086,0.0,0.7054098844528198,13,12
Hildon,Radnor,distinct_brand_true_hard_negative,1,33.333333333333336,0.0,0.7122671008110046,43,10
Hella,Côteaux Nantais,distinct_brand_true_hard_negative,1,19.999999999999996,0.0,0.717104434967041,80,34
Günbak,Bleichhof,distinct_brand_true_hard_negative,1,13.33333333333333,0.0,0.6376026272773743,144,7
George's,Agalima,distinct_brand_true_hard_negative,1,13.33333333333333,0.0,0.7437645196914673,20,6
Gülşah,Thirsti,distinct_brand_true_hard_negative,1,15.384615384615385,0.0,0.6034877300262451,33,7
Gülşah,Poli,distinct_brand_true_hard_negative,1,19.999999999999996,0.0,0.6057902574539185,33,7
Greenhouse Juice,Nielsen-Massey,distinct_brand_true_hard_negative,1,33.333333333333336,0.023025234963550866,0.6113272905349731,63,1
Greenhouse,Evolution Fresh,distinct_brand_true_hard_negative,1,31.999999999999996,0.007686903748132382,0.6600278615951538,31,62
Green's,Moulin de Valdonne,brand_present_only_in_title,1,16.000000000000004,0.0,0.6785730123519897,6,27
Good & Gather,De La Calle,distinct_brand_true_hard_negative,1,36.36363636363637,0.0,0.712557315826416,24,3
Gold Medal,Patience Fruit & Co,distinct_brand_true_hard_negative,1,7.4074074074074066,0.0,0.6096212267875671,13,3
Gevalia,Waiakea,distinct_brand_true_hard_negative,1,42.85714285714286,0.0334118079578533,0.5640045404434204,33,13
Zumosol,Libby's,distinct_brand_true_hard_negative,1,14.28571428571429,0.0,0.7375226020812988,161,5
