gtin1,gtin2,true_label
5201627001011,5201627019924,0
5201627001011,5201627019955,0
5201627001011,5201627020043,0
5201627001011,5201627120026,0
5201627001011,5201627260456,0
5201627001011,5201627260524,0
5201627001011,850010788791,0
5201627001011,850010788807,0
5201627012505,5201627019887,0
5201627012505,5201627019900,0
5201627012505,5201627019924,0
5201627012505,5201627019955,0
5201627012505,5201627020043,0
5201627012505,5201627120026,0
5201627012505,5201627260456,0
5201627012505,5201627260524,0
5201627012505,850010788791,0
5201627012505,850010788807,0
5201627019887,5201627019900,0
5201627019887,5201627019924,0
5201627019887,5201627020043,0
5201627019887,5201627120026,0
5201627019887,5201627260456,0
5201627019887,5201627260524,0
5201627019887,850010788791,0
5201627019887,850010788807,0
5201627019900,5201627019924,0
5201627019900,5201627019955,0
5201627019900,5201627020043,0
5201627019900,5201627120026,0
5201627019900,5201627260456,0
5201627019900,5201627260524,0
5201627019900,850010788807,0
5201627019924,5201627019955,0
5201627019924,5201627120026,0
5201627019924,5201627260456,0
5201627019924,5201627260524,0
5201627019924,850010788791,0
5201627019955,5201627020043,0
5201627019955,5201627120026,0
5201627019955,5201627260456,0
5201627019955,5201627260524,0
5201627019955,850010788791,0
5201627019955,850010788807,0
5201627020043,5201627120026,0
5201627020043,5201627260456,0
5201627020043,5201627260524,0
5201627020043,850010788791,0
5201627120026,850010788791,0
5201627120026,850010788807,0
5201627260425,5201627260678,0
5201627260456,850010788791,0
5201627260456,850010788807,0
5201627260524,850010788791,0
5201627260524,850010788807,0
5201946011128,5201946011722,0
5201946900330,5201946900545,0
5201946900330,5202238166571,0
5201946900521,5201946900613,0
5201946900521,5201946900736,0
5201946900545,5201946910339,0
5201946900613,5201946900675,0
5201946900613,5201946901207,0
5201946900675,5201946900736,0
5201946900736,5201946901207,0
5201946911770,5202238166571,0
5202178007996,5202178084034,0
5202178008009,5202178084058,0
5202178050060,5202178080098,0
5202178050060,5202178081040,0
5202178050060,5202178082306,0
5202178050060,5202178300004,0
5202178081040,5202178084362,0
5202178082306,5202178300004,0
5202178082306,5202178305009,0
5202178082351,5202178084362,0
5202178082351,5202178305078,0
5202178082719,5202178082726,0
5202178084027,5202178084034,0
5202178084034,5202178084706,0
5202178084041,5202178084058,0
5202178084058,5202178084065,0
5202178084362,5202178305078,0
5202178300004,5202178305009,0
5204125100071,5204125100149,0
5204125100071,5204125100545,0
5204125100149,5204125100545,0
5204125100361,5204125100545,0
5206769233030,5206769336021,0
5206769333051,5206769336021,0
5400113529750,5400119579650,0
5407005694305,5414963021203,0
54096141,5415270100360,0
5410013306108,5410013309017,0
5410013306108,5410013330011,0
5410013307631,5410013330035,0
5410013309017,5410013330011,0
5410138037864,8711000003282,0
5410138037864,8711000261491,0
5410138037864,8711000261507,0
5410138037864,8711000261514,0
5410138037864,8711000384008,0
5410138037864,8711000675298,0
5410221205460,8414100363644,0
5410221205460,8414100388333,0
5410221205460,8414100388357,0
5410221306143,8414100364146,0
5410221306150,8414100363941,0
5411188116882,5411188128007,0
5411188116882,5411188128021,0
5411188128021,5411188138839,0
5425015366876,5425015367033,0
5430001598025,5430003091647,0
5430001598025,710535485264,0
5430001598032,5430002434186,0
5430002434971,5430002434988,0
5430002434988,5430003091449,0
5430003091647,710535485264,0
5449000001351,5449000024541,0
5449000002730,5449000111692,0
5449000012852,5449000294241,0
5449000024541,5449000024558,0
5449000034403,90382864,0
5449000039231,90382864,0
5449000084569,5449000120731,0
5449000084569,5449000121059,0
5449000084569,5449000162199,0
5449000111722,5449000111739,0
5449000120731,5449000121059,0
5449000120731,5449000162199,0
5449000121059,5449000162199,0
5449000122995,90490897,0
5449000123008,90490712,0
5449000137173,5449000137180,0
5449000137173,5449000137197,0
5449000137173,5449000176288,0
5449000137173,5449000198860,0
5449000137180,5449000137197,0
5449000137180,5449000176288,0
5449000137180,5449000198860,0
5449000137197,5449000176288,0
5449000137197,5449000198860,0
5449000139009,5449000155764,0
5449000143129,5449000149664,0
5449000146564,90490712,0
5449000149343,5449000224781,0
5449000149664,5449000210371,0
5449000155764,90377693,0
5449000174734,5449000204967,0
5449000176288,5449000198860,0
5449000198174,90382864,0
5449000204394,5449000228178,0
5449000216489,5449000216496,0
5449000218360,5449000228871,0
5449000218360,5449000294289,0
5449000224781,54493810,0
5449000224804,54493834,0
5449000224927,54493810,0
5449000283559,5449000294241,0
5449000288943,5449000288950,0
5449000300843,90377709,0
54490475,54493834,0
5600377970729,5600377971702,0
5600377970729,888022003366,0
5600377970729,888022003373,0
5600377971702,5600377971719,0
5600377971702,888022003359,0
5600377971719,888022003366,0
5600377971719,888022003373,0
5600787049114,5600787049640,0
5601163002716,5601163005502,0
5601163002716,5601163080714,0
5601163002716,5601163081711,0
5601163002716,5601163101716,0
5601163002716,5601163120816,0
5601163005502,5601163060518,0
5601163005502,5601163080714,0
5601163005502,5601163081711,0
5601163005502,5601163101716,0
5601163005502,5601163120816,0
5601163060518,5601163080714,0
5601163060518,5601163081711,0
5601163060518,5601163101716,0
5601163060518,5601163120816,0
5601163080714,5601163101716,0
5601163080714,5601163120816,0
5601163081711,5601163101716,0
5601163081711,5601163120816,0
5601163101716,5601163120816,0
5601195100060,5601195100121,0
5601195100060,5601195100145,0
5601195100060,5601195100169,0
5601195100060,5601195104020,0
5601195100060,5601195106147,0
5601195100060,5601195150027,0
5601195100060,5601195403154,0
5601195100060,5601195510036,0
5601195100060,5601195660120,0
5601195100060,8437012363007,0
5601195100121,5601195100145,0
5601195100121,5601195100169,0
5601195100121,5601195106147,0
5601195100121,5601195403154,0
5601195100145,5601195100169,0
5601195100145,5601195104020,0
5601195100145,5601195106147,0
5601195100145,5601195150027,0
5601195100145,5601195660120,0
5601195100145,8437012363007,0
5601195100169,5601195104020,0
5601195100169,5601195150027,0
5601195100169,5601195403154,0
5601195100169,5601195510036,0
5601195100169,5601195660120,0
5601195100169,8437012363007,0
5601195104020,5601195106147,0
5601195104020,5601195150027,0
5601195104020,5601195403154,0
5601195104020,5601195510036,0
5601195104020,8437012363007,0
5601195106147,5601195150027,0
5601195106147,5601195403154,0
5601195106147,5601195510036,0
5601195106147,5601195660120,0
5601195106147,8437012363007,0
5601195150027,5601195403154,0
5601195150027,5601195510050,0
5601195150027,5601195610040,0
5601195403154,5601195660120,0
5601195403154,8437012363007,0
5601195510036,5601195510050,0
5601195510036,5601195510128,0
5601195510036,5601195510326,0
5601195510036,5601195610040,0
5601195510036,8437012363007,0
5601195510050,5601195510623,0
5601195510050,5601195610040,0
5601195510050,8437012363007,0
5601195510128,5601195510326,0
5601195510128,5601195510623,0
5601195510326,5601195510623,0
5601195510326,8437012363007,0
5601195510623,5601195610040,0
5601195610040,8437012363007,0
5603493001001,5608726021269,0
5603493001001,5608726023782,0
5603493001001,5608726023959,0
5603493001001,5608726026073,0
5603493001018,5608726021269,0
5603493001018,5608726023782,0
5603493001018,5608726023959,0
5603493001018,5608726026073,0
5603493001025,5608726026080,0
5603493001773,5603493001957,0
5603493001773,5608726021269,0
5603493001773,5608726026073,0
5603493002886,5603493006549,0
5603493002893,5603493006556,0
5603493002893,5603493007089,0
5603493002893,5603493007102,0
5603493002893,5608726021269,0
5603493002893,5608726022310,0
5603493002893,5608726023782,0
5603493002893,5608726023959,0
5603493002893,5608726026073,0
5603493002893,5608726026080,0
5603493003364,6430042708789,0
5603493003432,5603493006327,0
5603493003432,5603493006549,0
5603493003432,5603493007102,0
5603493003432,5608726023782,0
5603493003432,5608726023959,0
5603493003449,854136007002,0
5603493003494,854136007002,0
5603493006402,6430042700349,0
5603493006549,5608726023782,0
5603493006549,5608726023959,0
5603493006556,5608726021269,0
5603493006556,5608726023782,0
5603493006556,5608726023959,0
5603493007089,5608726021269,0
5603493007089,5608726023782,0
5603493007089,5608726023959,0
5603493007102,5608726023980,0
5603493007102,5608726025205,0
5604172000155,5604172000735,0
5608726021269,5608726025205,0
5608726021269,5608726026073,0
5608726023782,5608726025182,0
5608726023782,854136007002,0
5608726023959,5608726025182,0
5608726023959,854136007002,0
5608726024024,854136007002,0
5608726025205,5608726026073,0
5700382287642,6415712507800,0
5700382287642,6415712507824,0
5700383699277,5700383842710,0
5700383990008,6415712508050,0
5701018051309,5701018052702,0
5701161709904,5701161714717,0
5701161713147,5701161717428,0
5701161714717,5701161717411,0
5701161714717,5707323511361,0
5701598025813,5701598028739,0
5701598028753,5701598103900,0
5701598028753,5701598119857,0
5701598028814,5711018000054,0
5701598103900,5701598119857,0
5703828020582,5703828025457,0
5703828020995,57079578,0
5703828023392,5703828025457,0
5703828025457,57079578,0
5705001111520,5705001150000,0
5705001111520,5705010069492,0
5705001111520,5705010069508,0
5705001111520,5705010069607,0
5705001111520,6415130050520,0
5705001111520,6415130089834,0
5705001111520,7310860007310,0
5705001111520,7310860007372,0
5705001111520,7310860018248,0
5705001111520,7310865074539,0
5705001111520,7310865074829,0
5705001111520,7313619000778,0
5705001111520,7313619000891,0
5705001111520,7313619001584,0
5705001111520,7313619001867,0
5705001150000,5705010069607,0
5705001150000,6415130089834,0
5705001150000,7310860007372,0
5705001150000,7310865074539,0
5705001150000,7310865074768,0
5705001150000,7310865074829,0
5705001150000,7313619001867,0
5705001150062,5705010123309,0
5705001150062,5705011113002,0
5705001150062,7310865089878,0
5705001150109,7313619000778,0
5705001401102,5705011401826,0
5705001402406,5705010078890,0
5705001408279,7310865089878,0
5705001432052,5705010081135,0
5705001432052,5705010081685,0
5705010069492,5705010069607,0
5705010069492,6415130050506,0
5705010069492,6415130089827,0
5705010069492,6415130089834,0
5705010069492,7310860007372,0
5705010069492,7310865074225,0
5705010069492,7310865074768,0
5705010069492,7310865074829,0
5705010069492,7310865081650,0
5705010069492,7313619001867,0
5705010069492,7313619002055,0
5705010069508,5705010069607,0
5705010069508,6415130050520,0
5705010069508,6415130089834,0
5705010069508,7310860007310,0
5705010069508,7310860007372,0
5705010069508,7310860018248,0
5705010069508,7310865074539,0
5705010069508,7310865074768,0
5705010069508,7310865074829,0
5705010069508,7313619000778,0
5705010069508,7313619001867,0
5705010069607,6415130050520,0
5705010069607,7310860007310,0
5705010069607,7310860007372,0
5705010069607,7310860018248,0
5705010069607,7310865074539,0
5705010069607,7310865074768,0
5705010069607,7310865074829,0
5705010069607,7313619000778,0
5705010069607,7313619000891,0
5705010069607,7313619001584,0
5705010069607,7313619001867,0
5705010071266,5705010078791,0
5705010071266,5705010078814,0
5705010071266,5705010079347,0
5705010071266,5705010081135,0
5705010071280,5705011113125,0
5705010078791,5705010081135,0
5705010078814,5705010081135,0
5705010078890,5705011113002,0
5705010078906,7310865089878,0
5705010079347,5705010081135,0
5705010081135,5705010081289,0
5705010081289,5705010081685,0
57084930,5713656000960,0
5708636103502,5708636220391,0
5710176001835,6413600227083,0
57124049,5713656002469,0
57125527,5713656000960,0
57125527,5713656001479,0
57125527,5713656002469,0
5741000109151,5741000113325,0
5741000109151,5741000123591,0
5741000109151,5741000124024,0
5741000113325,5741000123591,0
5741000113325,5741000124024,0
5741000117200,5741000117248,0
5741000123591,5741000124024,0
5741000129395,5741000129401,0
5741000129395,5741000129623,0
5741000129401,5741000129623,0
5741000134894,5741000145623,0
5741000139752,5741000142899,0
5741000145623,5741000168912,0
5741000155738,5741000164532,0
5741000166758,6413600227052,0
5741000166758,7350020691591,0
5745000625079,855255007041,0
5745000625215,855255007041,0
5775345201362,5775345857033,0
5775345204257,5775345856036,0
5775345204295,5775345857033,0
5775345204592,5775345857033,0
5906205501050,5906205501067,0
5997210702228,5997210702235,0
5999076206513,5999076233243,0
601265018245,601265018580,0
601958046616,758218529003,0
601958172728,723522450268,0
601960564030,601960564108,0
601960564030,601960564115,0
601960564108,601960564115,0
601960567390,601960567420,0
601960605719,601960605801,0
601960610362,601960610379,0
601960610362,601960610423,0
601960610379,601960610416,0
601960610379,601960610423,0
601960610379,601960610454,0
601960610416,601960610423,0
601960610423,601960610454,0
604015877215,689128699077,0
604015877215,723651221609,0
604015877215,723651221692,0
604015877215,723651221715,0
604015877215,731329136841,0
604015877215,732976285104,0
604015877215,752798487173,0
604015877215,752798487197,0
604015877215,752798487203,0
604015877215,752798487210,0
604015877215,752798487234,0
604015877215,752798487241,0
604015877215,752798487258,0
604015877215,767870802423,0
604645541524,736846549747,0
604645541524,740642667482,0
604645541524,752385000600,0
607169119378,685987085433,0
607169119378,738577912197,0
607169120008,607169120022,0
607169120008,738577913552,0
607169120022,738577913552,0
607353953511,747501843131,0
607353953511,860000692205,0
608028911096,638967000025,0
608028911096,744365653272,0
608729294085,723651375814,0
608729294085,723651375920,0
608729294085,742488100642,0
608729294085,782069279312,0
611230570562,653078348415,0
612239241699,850065428031,0
612637255663,680332582834,0
612637255663,850051163601,0
612637259920,655457687740,0
612637259920,721750245205,0
613412075384,810019268229,0
613412075384,810071976384,0
613412075384,810071976391,0
613412075384,810119703927,0
613412075384,810119703934,0
613412075384,810119703941,0
613412075384,810119704771,0
613668024105,7310403034568,0
615629327751,642709037460,0
615629327751,642709090021,0
615629327751,736983891563,0
615629327751,855036005266,0
615629484607,642709037460,0
615629484607,642709037484,0
615629484607,642709077589,0
615629484607,736983891532,0
615629484607,736983891563,0
615629484607,855036005266,0
615888960621,664697916206,0
615888960621,850031418295,0
615888960621,853057007030,0
615888960621,853057007603,0
615888960621,866558000004,0
615888960621,866558000035,0
615888960935,6220171971204,0
615888960935,810050330565,0
615888960935,853158004037,0
615888960935,853158004044,0
615888960935,853158004051,0
615888960935,853158004068,0
615888960935,853158004075,0
615888960935,853158004235,0
615888960935,853158004242,0
615888960935,853158004310,0
615888960935,853158004853,0
616003708777,616003741361,0
616003708777,616003790116,0
616003708777,616003814225,0
616003708777,616003843393,0
616003708777,616003895644,0
616003741361,616003790116,0
616003790116,616003814225,0
616003790116,616003843393,0
616003790116,616003895644,0
617285924862,617285925050,0
618020799950,708156357633,0
618020799950,856652006002,0
618020799950,856652006156,0
618020799950,856652006163,0
618020799950,856652006194,0
618020799950,856652006200,0
618020799950,856652006484,0
618020801806,731329136520,0
618020801806,810533009865,0
6220171963421,747525200200,0
6220171963421,747525200323,0
6220171963421,747525220062,0
6220171963421,747525232065,0
6220171963421,747525232126,0
6220171966071,664790000611,0
6220171966071,664790000925,0
6220171966071,768786452498,0
6220171966071,768786452504,0
6220171966071,768786452511,0
6220171969010,637910000150,0
6220171969010,637910000204,0
6220171971204,810050330565,0
6220171971204,853158004006,0
6220171971204,853158004044,0
6220171971204,853158004051,0
6220171971204,853158004075,0
6220171971204,853158004242,0
6220171971204,853158004310,0
6220171971204,853158004853,0
627987101393,627987101409,0
628274102604,769553420566,0
628451439196,628451439332,0
628615338013,628615445001,0
629118100060,629118300033,0
630128101671,642709053477,0
632434306689,760194274150,0
633610753105,673276830413,0
633610753105,810068900231,0
633610753105,810068900316,0
633610753105,810068900415,0
633610753105,810068900439,0
633610753105,850003023700,0
633610753105,850003023717,0
633610753105,859078002696,0
634740013701,769553420511,0
634740013701,769553420931,0
635985100621,635985258759,0
636046110030,636046110047,0
636046110030,636046701672,0
636046110047,636046701672,0
636046110047,680201880825,0
636046701672,680201880825,0
637913178818,642213314996,0
637913178818,642213315009,0
638967000025,744365653272,0
639196021799,639196021812,0
639196021799,639196021829,0
639196021799,857880006611,0
639196021812,639196021829,0
639196021812,857880006611,0
639196021812,857880006703,0
639196021829,857880006611,0
639196021829,857880006703,0
640081094347,640081094378,0
640081094408,640081094866,0
640081094408,697937086070,0
640081094408,810132093388,0
640081094866,697937086070,0
640081094866,810132093364,0
640081094866,810132093388,0
6408430006007,6408430006151,0
6408430006137,6408430006144,0
6408430006151,6408430690183,0
6408430046652,6408430046669,0
6408430046652,6408430102259,0
6408430046652,6408430102495,0
6408430046652,6408430102624,0
6408430046652,6411200001287,0
6408430046669,6408430102495,0
6408430046669,6408430102624,0
6408430060894,6408430064656,0
6408430060900,6408430690510,0
6408430061693,6408430064656,0
6408430061693,6408430690183,0
6408430061693,6408430690510,0
6408430061792,6408430671175,0
6408430061891,6408430690510,0
6408430061907,6408430064656,0
6408430062713,6408430062737,0
6408430062720,6408430062744,0
6408430064922,6408430670048,0
6408430102259,6408430102495,0
6408430102259,6408430102624,0
6408430102310,6408430102624,0
6408430102419,6408430102426,0
6408430102495,6408430102624,0
6408430102495,6411200001287,0
6408430102624,6411200001287,0
6408430670048,6408430671045,0
6408430690206,6408430690336,0
6410405090669,6410405102744,0
6410405102706,6410405201911,0
6410405164575,6410405217530,0
6410405164575,6410405217554,0
6410405164575,6410405227386,0
6410405175991,6410405176011,0
6410405217530,6410405227386,0
6410405217554,6410405227386,0
6410405239273,6410405347350,0
6410601404161,6415130020127,0
6410601404161,6415130028536,0
6410601404161,6415130073222,0
6410601404161,6415130096184,0
6410601404161,6415130118060,0
6410601404161,6415131402328,0
6411300624171,6411300625284,0
6411300624171,6411300625314,0
6411300624171,6411300629695,0
6411300624171,6411300629718,0
6411300624171,6411300634866,0
6411300624171,6411300653935,0
6411300624171,6411300653942,0
6411300624171,6411300653959,0
6411300624171,6411300654949,0
6411300624171,6411301624170,0
6411300625284,6411300629695,0
6411300625284,6411300629718,0
6411300625284,6411300653935,0
6411300625284,6411300653942,0
6411300625284,6411300653959,0
6411300625314,6411300653942,0
6411300625314,6411300653959,0
6411300629695,6411300634866,0
6411300629695,6411300654949,0
6411300629695,6411301624170,0
6411300629718,6411300634866,0
6411300629718,6411300654949,0
6411300629718,6411301624170,0
6411300634866,6411300653935,0
6411300634866,6411300653942,0
6411300634866,6411300653959,0
6411300653935,6411300654949,0
6411300653935,6411301624170,0
6411300653942,6411300654949,0
6411300653942,6411301624170,0
6411300653959,6411300654949,0
6411300653959,6411301624170,0
6411301629694,6411301634865,0
6413600227069,7350020691140,0
6413600227076,7350020691140,0
6414893390720,6414893505506,0
6414893390720,6414893505513,0
6414893503168,6414893505070,0
6414893505506,6414893505513,0
6415130020127,6415130068907,0
6415130020127,6415130073222,0
6415130020127,6415130096177,0
6415130020127,6415130096184,0
6415130020127,6415130107675,0
6415130020127,6415130118060,0
6415130020127,6415131402328,0
6415130020134,6415130068907,0
6415130020134,6415131402311,0
6415130020134,6415131402359,0
6415130020134,6415131404285,0
6415130020134,6415131414970,0
6415130028031,6415130103523,0
6415130028536,6415130068907,0
6415130028536,6415130073222,0
6415130028536,6415130096177,0
6415130028536,6415130096184,0
6415130028536,6415130107675,0
6415130028536,6415130118060,0
6415130028536,6415131402328,0
6415130028918,6415130049906,0
6415130036739,6415130041498,0
6415130036739,6415130045007,0
6415130036739,6415131401611,0
6415130036753,6415130086338,0
6415130036760,6415130049685,0
6415130036852,6415135005020,0
6415130036913,6415131414871,0
6415130036913,6415135005013,0
6415130041474,6415130086321,0
6415130041498,6415130045007,0
6415130041498,6415131401611,0
6415130041726,6415130086314,0
6415130041764,6415130079866,0
6415130041764,6415130086307,0
6415130041788,6415130085812,0
6415130043423,6415131404612,0
6415130043447,6415130085812,0
6415130045007,6415131401611,0
6415130045892,6415130048565,0
6415130045892,6415130068921,0
6415130048589,6415131404612,0
6415130049623,6415130085812,0
6415130050506,6415130089827,0
6415130050506,7310865081650,0
6415130050506,7313619000907,0
6415130050506,7313619001584,0
6415130050520,6415130089834,0
6415130050520,7310865074768,0
6415130050520,7310865074829,0
6415130050520,7313619000891,0
6415130050520,7313619001867,0
6415130068907,6415130096184,0
6415130068907,6415130118060,0
6415130068914,6415130096177,0
6415130068914,6415130107675,0
6415130073222,6415130096184,0
6415130073222,6415130118060,0
6415130077015,6415130077169,0
6415130077022,6415131402311,0
6415130077022,6415131402359,0
6415130077022,6415131404285,0
6415130077022,6415131414970,0
6415130077152,6415131404285,0
6415130077152,6415131414970,0
6415130079859,6415130103929,0
6415130079866,6415130086307,0
6415130079866,6415131404612,0
6415130086307,6415130103929,0
6415130086314,6415130113850,0
6415130086376,6415131404612,0
6415130087861,6415130087892,0
6415130088004,6415130088653,0
6415130089827,7310865074225,0
6415130089827,7310865081650,0
6415130089827,7313619000907,0
6415130089827,7313619001584,0
6415130089834,7310860007310,0
6415130089834,7310860007372,0
6415130089834,7310860018248,0
6415130089834,7310865074539,0
6415130089834,7310865074768,0
6415130089834,7310865074829,0
6415130089834,7313619000778,0
6415130089834,7313619000891,0
6415130089834,7313619001584,0
6415130089834,7313619001867,0
6415130095705,6415130113089,0
6415130095729,6415131404322,0
6415130096177,6415130107675,0
6415130096177,6415130118060,0
6415130096184,6415130107675,0
6415130096184,6415130118060,0
6415130096184,6415131402328,0
6415130103516,6415131414864,0
6415130118060,6415131402328,0
6415131402311,6415131404285,0
6415131402311,6415131414970,0
6415131402359,6415131404285,0
6415131402359,6415131414970,0
6415600025300,6415600558228,0
6415600025300,6415600568487,0
6415600025300,6415600582087,0
6415600025300,6415600585156,0
6415600025300,6415600589796,0
6415600512435,6415600537759,0
6415600512435,6415600545259,0
6415600512435,6415600551373,0
6415600512435,6415600555470,0
6415600512435,6415600560603,0
6415600512435,6415600560696,0
6415600512435,6415600564649,0
6415600512435,6415600568487,0
6415600512435,6415600571388,0
6415600512435,6415600574327,0
6415600512435,6415600582056,0
6415600512435,6415600582087,0
6415600512435,6415600585156,0
6415600512435,6415600586900,0
6415600512435,6415600589796,0
6415600512435,6415600590082,0
6415600512435,7044610806228,0
6415600517515,6415600568487,0
6415600517515,6415600582087,0
6415600517515,6415600585156,0
6415600517515,6415600589796,0
6415600522106,6415600574365,0
6415600522106,6415600577731,0
6415600522410,6415600574365,0
6415600522410,6415600577731,0
6415600537759,6415600551281,0
6415600537759,6415600558228,0
6415600537759,6415600568487,0
6415600537759,6415600574365,0
6415600537759,6415600577731,0
6415600537759,6415600582087,0
6415600537759,6415600585156,0
6415600537759,6415600589796,0
6415600545259,6415600568487,0
6415600545259,6415600582087,0
6415600545259,6415600585156,0
6415600545259,6415600589796,0
6415600545259,7044610806228,0
6415600548953,6415600568487,0
6415600548953,6415600582087,0
6415600548953,6415600585156,0
6415600548953,6415600589796,0
6415600551281,6415600551373,0
6415600551281,6415600555470,0
6415600551281,6415600560603,0
6415600551281,6415600560696,0
6415600551281,6415600568487,0
6415600551281,6415600571388,0
6415600551281,6415600574327,0
6415600551281,6415600582056,0
6415600551281,6415600582087,0
6415600551281,6415600585156,0
6415600551281,6415600586900,0
6415600551281,6415600589796,0
6415600551373,6415600558228,0
6415600551373,6415600568487,0
6415600551373,6415600574365,0
6415600551373,6415600577731,0
6415600551373,6415600578295,0
6415600551373,6415600580922,0
6415600551373,6415600582087,0
6415600551373,6415600585156,0
6415600551373,6415600589796,0
6415600555470,6415600558228,0
6415600555470,6415600568487,0
6415600555470,6415600574365,0
6415600555470,6415600577731,0
6415600555470,6415600578295,0
6415600555470,6415600580922,0
6415600555470,6415600582087,0
6415600555470,6415600585156,0
6415600555470,6415600589796,0
6415600556835,7044613875504,0
6415600558228,6415600560603,0
6415600558228,6415600560696,0
6415600558228,6415600568487,0
6415600558228,6415600571388,0
6415600558228,6415600574327,0
6415600558228,6415600582056,0
6415600558228,6415600582087,0
6415600558228,6415600585156,0
6415600558228,6415600586900,0
6415600558228,6415600589796,0
6415600558259,6415600581080,0
6415600558259,7393714236302,0
6415600560603,6415600568487,0
6415600560603,6415600574365,0
6415600560603,6415600577731,0
6415600560603,6415600578295,0
6415600560603,6415600580922,0
6415600560603,6415600582087,0
6415600560603,6415600585156,0
6415600560603,6415600589796,0
6415600560696,6415600568487,0
6415600560696,6415600574365,0
6415600560696,6415600577731,0
6415600560696,6415600578295,0
6415600560696,6415600580922,0
6415600560696,6415600582087,0
6415600560696,6415600585156,0
6415600560696,6415600589796,0
6415600568487,6415600571388,0
6415600568487,6415600574327,0
6415600568487,6415600574365,0
6415600568487,6415600577731,0
6415600568487,6415600578295,0
6415600568487,6415600580922,0
6415600568487,6415600582056,0
6415600568487,6415600586900,0
6415600568487,6415600590082,0
6415600571388,6415600574365,0
6415600571388,6415600577731,0
6415600571388,6415600578295,0
6415600571388,6415600580922,0
6415600571388,6415600582087,0
6415600571388,6415600585156,0
6415600571388,6415600589796,0
6415600572507,7044613875504,0
6415600573962,6415600574365,0
6415600573962,6415600577731,0
6415600573993,6415600574365,0
6415600573993,6415600577731,0
6415600574327,6415600574365,0
6415600574327,6415600577731,0
6415600574327,6415600578295,0
6415600574327,6415600580922,0
6415600574327,6415600582087,0
6415600574327,6415600585156,0
6415600574327,6415600589796,0
6415600574365,6415600578295,0
6415600574365,6415600580922,0
6415600574365,6415600582056,0
6415600574365,6415600582087,0
6415600574365,6415600585156,0
6415600574365,6415600586900,0
6415600574365,6415600589796,0
6415600577731,6415600578295,0
6415600577731,6415600580922,0
6415600577731,6415600582056,0
6415600577731,6415600582087,0
6415600577731,6415600585156,0
6415600577731,6415600586900,0
6415600577731,6415600589796,0
6415600578295,6415600582056,0
6415600578295,6415600582087,0
6415600578295,6415600585156,0
6415600578295,6415600586900,0
6415600578295,6415600589796,0
6415600580922,6415600582056,0
6415600580922,6415600582087,0
6415600580922,6415600585156,0
6415600580922,6415600586900,0
6415600580922,6415600589796,0
6415600581080,7393714236302,0
6415600582056,6415600582087,0
6415600582056,6415600585156,0
6415600582056,6415600589796,0
6415600582087,6415600586900,0
6415600582087,6415600590082,0
6415600585156,6415600586900,0
6415600585156,6415600590082,0
6415600586900,6415600589796,0
6415600587105,7044613875504,0
6415600589796,6415600590082,0
6415600590082,7044610806228,0
6415711411191,6438574136490,0
6415711803255,6415712400101,0
6415711803255,6415712505714,0
6415711803255,6415712509422,0
6415711803255,6415712610654,0
6415711803255,6415712610685,0
6415711803255,6415712613693,0
6415711803255,6415712613709,0
6415712400071,6415712400231,0
6415712400071,6415712505745,0
6415712400071,6415712509408,0
6415712400071,6415712611040,0
6415712400071,6415712611064,0
6415712400101,6415712505714,0
6415712400101,6415712506179,0
6415712400101,6415712508883,0
6415712400101,6415712509422,0
6415712400101,6415712613440,0
6415712400101,6415712613693,0
6415712400101,6438574025831,0
6415712400101,6438574025848,0
6415712400101,6438574283781,0
6415712400231,6415712610715,0
6415712400231,6415712611040,0
6415712400231,6415712611064,0
6415712400323,6415712508944,0
6415712400323,6415712610982,0
6415712400323,6415712614188,0
6415712400323,6415712614393,0
6415712400323,6438574025909,0
6415712400323,6438574025916,0
6415712500894,6415712502454,0
6415712500894,6415712508326,0
6415712502454,6415712508326,0
6415712503796,6415712504229,0
6415712503864,6415712611125,0
6415712504229,6415712508319,0
6415712504557,6415718072128,0
6415712504908,6415712506322,0
6415712504908,6415712508814,0
6415712504908,6415712613365,0
6415712505264,6415712613877,0
6415712505714,6415712506179,0
6415712505714,6415712508883,0
6415712505714,6415712610654,0
6415712505714,6415712610685,0
6415712505714,6415712613440,0
6415712505714,6415712613709,0
6415712505714,6438574025831,0
6415712505714,6438574025848,0
6415712505714,6438574283781,0
6415712505745,6415712610715,0
6415712505745,6415712611040,0
6415712505745,6415712611064,0
6415712505998,6415712509217,0
6415712505998,6438574283774,0
6415712506179,6415712509422,0
6415712506179,6415712610654,0
6415712506179,6415712610685,0
6415712506179,6415712613693,0
6415712506179,6415712613709,0
6415712506322,6415712508814,0
6415712506322,6415712613365,0
6415712507800,6415712507824,0
6415712507800,6415712507831,0
6415712507800,6415712507855,0
6415712507824,6415712507831,0
6415712507824,6415712507855,0
6415712507831,6415712507855,0
6415712507916,6415712508050,0
6415712507916,6415712508081,0
6415712507916,6415712508524,0
6415712508050,6415712508081,0
6415712508050,6415712508524,0
6415712508081,6415712508524,0
6415712508760,6415712613877,0
6415712508760,6415712614218,0
6415712508814,6415712613877,0
6415712508814,6415712614249,0
6415712508883,6415712509422,0
6415712508883,6415712610654,0
6415712508883,6415712610685,0
6415712508883,6415712613693,0
6415712508883,6415712613709,0
6415712508944,6415712610623,0
6415712508944,6415712610982,0
