gtin,canonical,mode_brand,mode_flavor,mode_type,salient_ngrams,dropped_redundant_ngrams,volume_set,pack_set,package_type_set,package_material_set,flavor_set,carbonation_set,sweetener_set,pulp_set,volume_confidence,pack_confidence,volume_consistency,pack_consistency,n_titles,description_evidence,breadcrumb_evidence
4104450060976,vilsa still natural_6x1l_juice_content type_blister_volume_caffeine,Vilsa,,,"['natural_6x1l_juice_content', 'type_blister_volume_caffeine']","['vilsa_natural_6x1l_juice', '6x1l_juice_content_type', 'blister_volume_caffeine_15', 'still']",[1000.0],[6],[],[],[],['still'],[],[],0.9,0.9,1.0,1.0,1,"['[ingredients_start]\ningredients and allergenic ingredients: natural mineral water without carbonic acid. low in sodium. allergen information: gluten free, lactose free\n[ingredients_end]\nnutritional v']","['["""" beverages"""","""" water""""]']"
4104450064479,vilsa orange carbonated disposable_juice_content_free,Vilsa,orange,,['disposable_juice_content_free'],"['vilsa_plus_bio_orange', 'plus_bio_orange_disposable', 'bio_orange_disposable_juice', 'orange_disposable_juice_content', 'sparkling']",[1000.0],[],[],[],['orange'],['carbonated'],[],[],0.9,0.0,1.0,1.0,1,"['description\nvilsa Plus Bio Orange. Herbfrisch and sparkling. natural organic- mineral water plus orange taste. \ncontent\n6 x 1.00 l \nshelf life & storage\ncool, store dry and protected from light. \npack']","['[""""my time"""","""" all categories"""","""" beverages"""","""" water with taste""""]']"
4104450064493,vilsa still bio_blackcurrant_disposable_juice content_type_pouch_volume,Vilsa,,,"['bio_blackcurrant_disposable_juice', 'content_type_pouch_volume']","['blackcurrant_disposable_juice_content', 'disposable_juice_content_type', 'type_pouch_volume_carbonization', 'still']",[1000.0],[],[],[],[],['still'],[],[],0.9,0.0,1.0,1.0,1,[],"['["""" beverages"""","""" water with taste""""]']"
4104450065193,vilsa apple still fruit lemon h2_quince,Vilsa,apple,,['h2_quince'],"['h2_fruit_apple_quince', 'fruit_apple_quince_lemon', 'apple_quince_lemon_6x0.', 'quince_lemon_6x0._juice', 'lemon_6x0._juice_content', 'still']",[750.0],[6],[],[],"['apple', 'fruit', 'lemon']",['still'],[],[],0.9,0.9,1.0,1.0,1,[],"['["""" beverages & luxury foods""""]']"
4104450065575,vilsa water carbonated classic_6x0._volume_health,Vilsa,,water,['classic_6x0._volume_health'],"['vilsa_classic_6x0._volume', '6x0._volume_health_claims', 'lactose_free_vilsa_fountain', 'free_vilsa_fountain_mineral', 'carbonated', 'sparkling']",[750.0],[6],[],[],[],['carbonated'],[],[],0.9,0.9,1.0,1.0,2,"['description\nvilsa fountain - natural sparkling mineral water ( Classic), enteisent.\nplace of source usage\nbruchhausen- vilsen. \ncontent\n4.50 l \nsourcename\nvilsa- fountain. \nshelf life & storage\nbefore', 'ingredients and allergenic ingredients: natural carbonated mineral water. low in sodium. allergen information: gluten free, lactose free preparation and storage- and usage instructions: before sun and']","['["""" beverages"""","""" water""""]', '[""""my time"""","""" all categories"""","""" beverages""""]']"
4104450065582,vilsa water carbonated volume_type_pouch pure_caffeine_15_carbonization,Vilsa,,water,"['volume_type_pouch', 'pure_caffeine_15_carbonization']","['volume_type_pouch_water', 'pouch_water_type_pure', 'sparkling_juice_content_vilsa', 'carbonated', 'sparkling']",[750.0],[6],[],[],[],['carbonated'],[],[],0.9,0.9,1.0,1.0,2,"['description\nthe pure wonder of nature: vilsa mineral water date back to the deep northern germany and became there through density soil layers against external environmental influences preserved. than', ""the pure wonder of nature': vilsa mineral water date back to the deep northern germany and became there through density soil layers against external environmental influences preserved. thanks to its b""]","['["""" beverages & luxury foods""""]', '[""""my time"""","""" all categories"""","""" beverages"""","""" water""""]']"
4104450065599,vilsa water still type_mineral_volume_free,Vilsa,,water,['type_mineral_volume_free'],"['vilsa_natural_6x0._naturally', 'mineral_volume_free_lactose', 'content_carbonization_still_vilsa', 'mineral_water_natural_disposable', 'still']",[750.0],[6],[],[],[],['still'],[],[],0.9,0.9,1.0,1.0,2,"['description\nvilsa natural does not contain carbonic acid and is therefore extremely soft and mild taste. it lies incidentally, too an his low sodium- and table salt content, for what reason vilsa natu', 'ingredients and allergenic ingredients: natural mineral water without carbonic acid. low in sodium. allergen information: gluten free, lactose free preparation and storage- and usage instructions: bef']","['["""" beverages"""","""" water""""]', '[""""my time"""","""" all categories"""","""" beverages"""","""" water""""]']"
4104450065872,vilsa carbonated classic_6x1._material_type,Vilsa,,,['classic_6x1._material_type'],"['vilsa_classic_6x1._material', 'pouch_carbonization_sparkling_naturally', 'natural_caffeine_15_vilsa', 'caffeine_15_vilsa_fountain', 'sparkling']",[1500.0],[6],[],[],[],['carbonated'],[],[],0.9,0.9,1.0,1.0,2,"['description\nvilsa fountain - natural sparkling mineral water ( Classic), enteisent. from the source vilsa- well in bruchhausen- vilsen. vilsa- well is low in salt and contains valuable minerals. \nsulf', 'the pure wonder of nature. vilsa mineral water date back to the deep northern germany and became there through density soil layers against external environmental influences preserved. thanks to its ba']","['["""" beverages & luxury foods""""]', '[""""my time"""","""" all categories"""","""" beverages"""","""" water""""]']"
4104450065940,vilsa fruit still grape sugar,Vilsa,fruit,,['sugar'],"['fruit_iso_grape_6x0.', 'iso_grape_6x0._material', 'grape_6x0._material_type', 'mineral_volume_flavour_grape', 'volume_flavour_grape_free', 'still']",[750.0],[6],[],[],"['fruit', 'grape']",['still'],[],[],0.9,0.9,1.0,1.0,1,"['[ingredients_start]\ningredients and allergenic ingredients: natural mineral water, grapefruit juice**, lemon juice** and orange juice**(11.5%), fructose syrup, apple juice**(3.5%), carbonic acid, cal']","['["""" beverages"""","""" Soft Drinks""""]']"
4104450120946,vilsa lemon still 12x0._caffeine_15_volume,Vilsa,lemon,,['12x0._caffeine_15_volume'],"['vilsa_plus_lemon_12x0.', 'plus_lemon_12x0._caffeine', 'lemon_12x0._caffeine_15', 'volume_700_free_lactose', 'still']",[700.0],[12],[],[],['lemon'],['still'],[],[],0.9,0.9,1.0,1.0,2,"['product description mineral water with taste but whole without calories? it sounds fast too beautiful, to be true. but actually is ours vilsa Lemon 100% pure, natural mineral water with a touch lemon']","['["""" beverages"""","""" water with taste""""]', '["""" beverages"""","""" water""""]']"
4104450121004,vilsa water carbonated still classic_12x0._volume_700,Vilsa,,water,['classic_12x0._volume_700'],"['vilsa_classic_12x0._volume', 'water_classic_reusable_carbonization', 'classic_reusable_carbonization_still', 'reusable_carbonization_still_water', 'carbonated', 'still']",[700.0],[12],[],[],[],"['carbonated', 'still']",[],[],0.9,0.9,1.0,1.0,2,"['product description vilsa Classic in glass bottles. ingredients and allergenic ingredients: natural carbonated mineral water. low in sodium. allergen information: gluten free, lactose free preparation']","['["""" beverages"""","""" water"""","""" Classic""""]', '["""" beverages"""","""" water""""]']"
4104450121011,vilsa medium_12x0._health_claims 15_juice_content_per,Vilsa,,,"['medium_12x0._health_claims', '15_juice_content_per']","['vilsa_medium_12x0._health', 'juice_content_per_volume', 'content_per_volume_700']",[700.0],[12],[],[],[],[],[],[],0.9,0.9,1.0,1.0,1,"['product description vilsa Medium in glass bottles. ingredients and allergenic ingredients: natural carbonated mineral water. low in sodium. allergen information: gluten free, lactose free preparation']","['["""" beverages"""","""" water""""]']"
4104450121028,vilsa water still natural_12x0._volume_700,Vilsa,,water,['natural_12x0._volume_700'],"['mineral_water_natural', 'claims_low_salt_vilsa', 'low_salt_vilsa_naturfrisch', 'salt_vilsa_naturfrisch_mineral', 'still']",[700.0],[12],[],[],[],['still'],[],[],0.9,0.9,1.0,1.0,2,"['vilsa natural does not contain carbonic acid and is therefore extremely soft and mild taste. it lies incidentally, too an his low sodium- and table salt content, for what reason vilsa natural perfect']","['["""" beverages & luxury foods""""]', '["""" beverages"""","""" water"""","""" Still""""]']"
4104450122698,vilsa apple carbonated no_added_sugar spritzer_12x0._material_type,Vilsa,apple,,['spritzer_12x0._material_type'],"['vilsa_apple_spritzer_12x0.', 'apple_spritzer_12x0._material', 'flavours_natural_flavour_apple', 'natural_flavour_apple_health', 'no_added_sugar', 'sparkling', 'sugar']",[500.0],[12],[],[],['apple'],['carbonated'],['no_added_sugar'],[],0.9,0.9,1.0,1.0,1,['an absolute one favorite drink. our vilsa apple spritzer is the splendid sparkling enjoyment from natural vilsa mineral water and 55% apple juice. without any added sugar or sweeteners made. just a ve'],"['["""" beverages & luxury foods""""]']"
4104450124005,vilsa salt_caffeine_15_free classic_12x1l_juice_content,Vilsa,,,"['salt_caffeine_15_free', 'classic_12x1l_juice_content']","['vilsa_classic_12x1l_juice', '12x1l_juice_content_volume', 'classic_12x1l_juice']",[750.0],[12],[],[],[],[],[],[],0.9,0.9,1.0,1.0,1,"['ingredients and allergenic ingredients: natural carbonated mineral water. low in sodium. allergen information: gluten free, lactose free preparation and storage- and usage instructions: before sun and']","['["""" beverages"""","""" water""""]']"
4104450124012,vilsa free_juice_content_naturally medium_6x0._material_type derived_natural_volume_health,Vilsa,,,"['free_juice_content_naturally', 'medium_6x0._material_type', 'derived_natural_volume_health']","['vilsa_medium_6x0._material', 'vilsa_medium_6x0.']",[750.0],[6],[],[],[],[],[],[],0.9,0.9,1.0,1.0,1,"['ingredients and allergenic ingredients: natural carbonated mineral water, enteisent. low in sodium. allergen information: gluten free, lactose free preparation and storage- and usage instructions: bef']","['["""" beverages"""","""" water""""]']"
4104450124074,vilsa water still classic_12x1l_naturally_derived,Vilsa,,water,['classic_12x1l_naturally_derived'],"['vilsa_classic_12x1l_naturally', '12x1l_naturally_derived_natural', 'water_classic_reusable_juice', 'classic_reusable_juice_content', 'still']",[1000.0],[12],[],[],[],['still'],[],[],0.9,0.9,1.0,1.0,2,"['ingredients and allergenic ingredients: natural carbonated mineral water. low in sodium. allergen information: gluten free, lactose free preparation and storage- and usage instructions: before sun and']","['["""" beverages"""","""" water""""]', '[""""my time"""","""" all categories"""","""" beverages"""","""" water""""]']"
4104580070609,spezi still speci_energy_original boosting_geographic_origin_germany vitamin_volume_type_health sugar,Spezi,,,"['speci_energy_original_energy', 'boosting_geographic_origin_germany', 'vitamin_volume_type_health', 'sugar']","['energy_original_energy_source', 'original_energy_source_vitamins', 'vitamins_volume_type_health', 'still']",[330.0],[],[],[],[],['still'],[],[],0.9,0.0,1.0,1.0,1,"['[ingredients_start]\ningredients and allergenic ingredients: water, Glucose- Fructose- syrup, sugar, orange juice from orange juice concentrate, lemon juice made from lemon juice concentrate, acidifie']","['["""" beverages"""","""" Soft Drinks""""]']"
4104640110269,forstina water carbonated st._maria_12x0._caffeine,Forstina,,water,['st._maria_12x0._caffeine'],"['rstina_medicinal_water_st.', 'medicinal_water_st._maria', 'water_st._maria_12x0.', 'maria_12x0._caffeine_15', 'sparkling']",[750.0],[12],[],[],[],['carbonated'],[],[],0.9,0.9,1.0,1.0,1,['nutritional values average nutritional values unprepared per 1 l Kalium10.6 mg Magnesium53 mg Calcium466 mg Fluor1.59 mg Chlor60 mg Natrium29 mg sulfate 4+ 650 mg Bikarbonat905 mg preparation and stor'],"['["""" beverages"""","""" water""""]']"
4104640115011,forstina water carbonated premium_natural_12x1l_contains,Forstina,,water,['premium_natural_12x1l_contains'],"['rstina_sparkling_water_premium', 'sparkling_water_premium_natural', 'water_premium_natural_12x1l', 'natural_12x1l_contains_minerals', 'sparkling']",[1000.0],[12],[],[],[],['carbonated'],[],[],0.9,0.9,1.0,1.0,1,['nutritional values average nutritional values unprepared per 1 l Kalium15.5 mg Magnesium58.0 mg Calcium460.0 mg Fluor1.25 mg Chlor41.0 mg Natrium36.0 mg sulfate 4+ 640.0 mg Bikarbonat866.0 mg hints fr'],"['["""" beverages"""","""" water""""]']"
4104640126222,forstina lime water carbonated still sugar,Forstina,lime,water,['sugar'],"['rstina_sparkling_water_iso', 'sparkling_water_iso_lime', 'water_iso_lime_12x0.', 'iso_lime_12x0._contains', 'lime_12x0._contains_minerals', 'sparkling', 'still']",[750.0],[12],[],[],['lime'],"['carbonated', 'still']",[],[],0.9,0.9,1.0,1.0,1,"['[ingredients_start]\ningredients and allergenic ingredients: natural mineral water, sugar, lemon juice* (3 %), orange juice* (2.5 %), carbonic acid, lime juice* (0.5 %), acid regulators: calcium lacta']","['["""" beverages"""","""" Soft Drinks""""]']"
4104760401865,black forest still content_volume_700_carbonization,Black Forest,,,['content_volume_700_carbonization'],"['black_forest_still_contains', 'forest_still_contains_minerals', '700_carbonization_still_geographic', 'black_forest_still', 'still']",[700.0],[],[],[],[],['still'],[],[],0.9,0.0,1.0,1.0,1,['nutritional values average nutritional values unprepared per 1 l Calcium6.7 mg Magnesium2.6 mg potassium1.7 mg chlorine0.8 mg sodium1.1 mg sulfate 4+ 2.9 mg Bikarbonat30.5 mg hints from the Hansjakobq'],"['["""" beverages"""","""" water""""]']"
4104760411864,black forest water still still..._volume_700_health,Black Forest,,water,['still..._volume_700_health'],"['forest_mineral_water_still...', 'mineral_water_still..._volume', 'water_still..._volume_700', '700_health_claims_low', 'still']",[700.0],[],[],[],[],['still'],[],[],0.9,0.0,1.0,1.0,1,"['the silent mineral water, naturfrisch from the depths of the black forest. sodium- and low in salt, without carbonic acid. Ideal for baby food.']","['["""" beverages & luxury foods""""]']"
4104760411925,black forest water still fine_pearly_12x0._health,Black Forest,,water,['fine_pearly_12x0._health'],"['forest_mineral_water_fine', 'mineral_water_fine_pearly', 'water_fine_pearly_12x0.', 'pearly_12x0._health_claims', 'still']",[700.0],[12],[],[],[],['still'],[],[],0.9,0.9,1.0,1.0,1,"['the gentle one mineral water from the black forest, particularly fine pearly with little carbonic acid. sodium- and low in salt. Ideal for baby food.']","['["""" beverages & luxury foods""""]']"
4104760431596,peterstaler lemon still diet orange sugar,Peterstaler,lemon,,['sugar'],"['peterstaler_orange_lemonade_diet', 'orange_lemonade_diet_9x1l', 'lemonade_diet_9x1l_water', 'diet_9x1l_water_type', 'mineral_flavour_orange_lemon', 'diet', 'still']",[1000.0],[9],[],[],"['lemon', 'orange']",['still'],['diet'],[],0.9,0.9,1.0,1.0,1,"['[ingredients_start]\ningredients and allergenic ingredients: natural mineral water, orange juice from orange juice concentrate (3%), fructose syrup, carbonic acid, acidifier citric acid, concentrated']","['["""" beverages"""","""" Soft Drinks""""]']"
4104760441151,black forest water still calcium_geographic_origin_germany,Black Forest,,water,['calcium_geographic_origin_germany'],"['mineral_water_still_caffeine', 'water_still_caffeine_15', 'still_caffeine_15_contains', 'origin_germany_volume_water', 'still']",[500.0],[],[],[],[],['still'],[],[],0.9,0.0,1.0,1.0,1,['nutritional values average nutritional values unprepared per 1 l Calcium6.7 mg Magnesium2.6 mg potassium1.7 mg chlorine0.8 mg sodium1.1 mg sulfate 4+ 2.9 mg Bikarbonat30.5 mg hints from the Hansjakobq'],"['["""" beverages"""","""" water""""]']"
4104760451150,black forest water still mineral_6x0.,Black Forest,,water,['mineral_6x0.'],"['mineral_water_still_6x0.', 'water_still_6x0._volume', 'still_6x0._volume_water', '6x0._volume_water_type', 'water_still_6x0.', 'still']",[500.0],[6],[],[],[],['still'],[],[],0.9,0.9,1.0,1.0,1,"['the silent mineral water, naturfrisch from the depths of the black forest. sodium- and low in salt, without carbonic acid. Ideal for baby food.']","['["""" beverages & luxury foods""""]']"
4105960003934,deit grapefruit still sweetener_cyclamate,Deit,grapefruit,,['sweetener_cyclamate'],"['deit_grapefruit_sweetener_cyclamate', 'natural_type_flavour_grapefruit', 'type_flavour_grapefruit_caffeine', 'grapefruit_caffeine_15_energy', 'deit_grapefruit_sweetener', 'still']",[1000.0],[],[],[],['grapefruit'],['still'],[],[],0.9,0.0,1.0,1.0,1,"['[ingredients_start]\ningredients and allergenic ingredients: natural mineral water, carbonic acid, Grapefruit-, lemons-, oranges- and mandarin juice concentrate, acidifier citric acid, sweetener sodiu']","['["""" beverages"""","""" Soft Drinks""""]']"
4105960043985,deit orange still 12x1l_juice_content_caffeine,Deit,orange,,['12x1l_juice_content_caffeine'],"['deit_currant_blood_orange', 'currant_blood_orange_12x1l', 'blood_orange_12x1l_juice', 'potassium_flavour_orange_currant', 'still']",[1000.0],[12],[],[],['orange'],['still'],[],[],0.9,0.9,1.0,1.0,1,"['[ingredients_start]\ningredients and allergenic ingredients: natural mineral water, black currant juice concentrate, carbonic acid, blood orange juice concentrate, natural aroma, orange juice concentr']","['["""" beverages"""","""" Soft Drinks""""]']"
4202815494586,farm naturelle juice still colours_artificial_additives_material type_paper_volume_1600,Farm Naturelle,,juice,"['colours_artificial_additives_material', 'type_paper_volume_1600']","['farm_naturelle_amla_herbal', 'naturelle_amla_herbal_juice', 'amla_herbal_juice_pure', 'still']",[1600.0],[4],['box'],[],[],['still'],[],[],0.9,0.9,1.0,1.0,1,"['No additives, No colour\nFrom Pure Raw Nutritional Rich & Rare Fruits and HerbsÂ\nNatural Haelth drink from Farm Naturelle']","['["""" Grocery & Gourmet Food"""","""" Beverages"""","""" Sports Energy Drinks""""]']"
42104629,royal bliss carbonated no_sugar refreshing_drink_bitter,Royal Bliss,,,['refreshing_drink_bitter_bitter'],"['royal_bliss_refreshing_drink', 'bliss_refreshing_drink_bitter', 'drink_bitter_bitter_rosso', 'bitter_bitter_rosso_zero', 'carbonated', 'no_sugar', 'sugar']",[200.0],[],['bottle'],['glass'],[],['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,1,"['### general information \n* name of the food: flavored refreshing drink. with sweeteners. \n* name of the operator: CC european partners iberia, S.L.U. \n* operator address: C / bank of the loire 20-22,']","['[""""supermarket"""",""""drinks"""",""""water soft drinks and juices"""",""""soft drinks and soda"""",""""bitter""""]']"
42155553,sinalco orange still sugar 15_geographic_origin_germany,Sinalco,orange,,['15_geographic_origin_germany'],"['sinalco_orange_water_type', 'sugar_caffeine_15_geographic', 'sinalco_orange_water', 'natural_flavour_orange_juice', 'still', 'sugar']",[500.0],[],[],[],['orange'],['still'],['sugar'],[],0.9,0.0,1.0,1.0,1,"['[ingredients_start]\ningredients and allergenic ingredients: natural mineral water, sugar, orange juice from orange juice concentrate (5%), carbonic acid, acidifier citric acid, orange extract, colori']","['["""" beverages"""","""" Soft Drinks""""]']"
42227458,vitrex peach water carbonated sugar pet_one_way_material,Vitrex,peach,water,['pet_one_way_material'],"['vitrex_mineral_water_peach', 'mineral_water_peach_pet', 'water_peach_pet_one', 'peach_pet_one_way', 'sparkling', 'sugar']",[500.0],[],[],['pet'],['peach'],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,1,"['soft drink off natural mineral water, from the seewald- source, with fruit flavor the Trendwasser from the black forest. low in calories, without sweeteners with natural fruit flavor note on storage:']","['["""" home page"""","""" beverages"""","""" soft drinks"""","""" mineral water""""]']"
422415213019,thick easy apple juice still physical_therapy_suppliers_19843,Thick & Easy,apple,juice,['physical_therapy_suppliers_19843'],"['therapy_suppliers_19843_thick', 'suppliers_19843_thick_easy', '19843_thick_easy_thickened', 'thick_easy_thickened_apple', 'still']",[118.0],[24],[],[],['apple'],['still'],[],[],0.9,0.9,1.0,1.0,1,"['"""" \n* Unit Count: 96.0 Fl Oz \n* Specialty: Natural \n* Flavor: Apple Juice Nectar \n"""" ; Juice Type Fruit Juice ; Fruit Type Apple ; Texture Nectar ; Brand Unbrand']","['["""" Food"""","""" Beverages"""","""" Juices"""","""" Apple Juice""""]']"
42278900,alnavit aloe juice still sugar berry vera,Alnavit,aloe,juice,['vera'],"['aloe_vera', 'aloe', 'made_aloe_vera', 'water_type_aloe_vera', 'still', 'sugar']",[330.0],[],[],[],"['aloe', 'berry']",['still'],['sugar'],[],0.9,0.0,1.0,1.0,2,"['ONE WAY alnavit bio Aloe vera direct juice 330ml \n#### food entrepreneur \nName: alnavit gmbh \naddress: darmstädter str. 63, 64404 bickenbach \nwww.alnavit.com \n#### organic certificate \nDE-ÖKO-007 \n###', 'product description the natural one aloe vera juice originates from controlled organic cultivation and will from fresh, handgeschalten Aloe Vera Blattfilets won. the gentle one processing methods guar']","['["""" beverages"""","""" Soft Drinks""""]', '["""" home page"""","""" nutrition"""","""" cold drinks"""","""" fruit- & vegetable juices""""]']"
42278917,alnavit cherry juice carbonated still with_pulp made_barbados bio_acerola,Alnavit,cherry,juice,"['made_barbados', 'bio_acerola']","['made_barbados_cherry', 'acerola_mother_juice', 'acerola_mother', 'pulp', 'sparkling', 'still']",[330.0],[],[],[],['cherry'],"['carbonated', 'still']",[],['with_pulp'],0.9,0.0,1.0,1.0,3,"['ONE WAY alnavit bio Acerola direct juice 330ml \n#### food entrepreneur \nName: alnavit gmbh \naddress: darmstädter str. 63, 64404 bickenbach \nwww.alnavit.com \n#### organic certificate \nDE-ÖKO-007 \n####', 'all categories, beverages, bio acerola direct juice']","['["""" all categories"""","""" beverages"""","""" bio acerola direct juice""""]', '["""" home page"""","""" nutrition"""","""" cold drinks"""","""" fruit- & vegetable juices""""]', '["""" nutrition"""","""" all nutritional- products""""]']"
42278924,alnavit berry juice still aronia,Alnavit,berry,juice,['aronia'],"['made_aronia_berry', 'made_aronia', 'flavour_aronia', 'aronia_material_type_glass', 'still']",[330.0],[],[],[],['berry'],['still'],[],[],0.9,0.0,1.0,1.0,3,"['all categories, beverages, aronia direct juice']","['["""" all categories"""","""" beverages"""","""" aronia direct juice""""]', '["""" beverages & luxury foods""""]', '["""" nutrition"""","""" beverages""""]']"
42278931,alnavit lemon juice still artichoke,Alnavit,lemon,juice,['artichoke'],"['artichoke_carbonization_still', 'artichoke_carbonization', 'water_type_artichoke', 'flavour_artichoke', 'still']",[330.0],[],[],[],['lemon'],['still'],[],[],0.9,0.0,1.0,1.0,3,"['ONE WAY alnavit bio artichoke direct juice 330ml \n#### organic certificate \nDE-ÖKO-007', 'all categories, beverages, Bio artichoke direct juice']","['["""" all categories"""","""" beverages"""","""" Bio artichoke direct juice""""]', '["""" home page"""","""" nutrition"""","""" cold drinks"""","""" fruit- & vegetable juices""""]', '["""" nutrition"""","""" beverages""""]']"
42278955,alnavit ginger juice still lemon volume,Alnavit,ginger,juice,['volume'],"['ginger', 'ginger_juice', 'ginger_juice_volume', 'ingredients_ginger_made_ginger', 'support_ingredients_ginger_made', 'still']",[200.0],[],[],[],"['ginger', 'lemon']",['still'],[],[],0.9,0.0,1.0,1.0,3,"['all categories, beverages, ginger juice', 'of the ginger juice is a naturally cloudy direct juice of the ginger tuber. gentle processing guaranteed the high quality of the Bio juice. he is distinguished by its natural sharpness and is particul']","['["""" all categories"""","""" beverages"""","""" ginger juice""""]', '["""" beverages & luxury foods""""]', '["""" nutrition"""","""" all nutritional- products""""]']"
42278993,alnavit juice still sugar with_pulp sea_buckthorn,Alnavit,,juice,['sea_buckthorn'],"['sea_buckthorn_mother_juice', 'buckthorn_mother_juice_volume', 'sea_buckthorn_mother', 'buckthorn_mother_juice', 'pulp', 'still', 'sugar']",[330.0],[],[],[],[],['still'],['sugar'],['with_pulp'],0.9,0.0,1.0,1.0,3,"['all categories, beverages, sea buckthorn direct juice', 'of the sea buckthorn juice becomes 100% off sea buckthorn berries won, the with special care harvested, processed and gently pressed become. sea buckthorn juice is a creamier, dunkelorange-farbener ju']","['["""" all categories"""","""" beverages"""","""" sea buckthorn direct juice""""]', '["""" beverages & luxury foods""""]', '["""" nutrition"""","""" beverages""""]']"
42279006,alnavit juice still bio_black_currant_direct,Alnavit,,juice,['bio_black_currant_direct'],"['black_currant_direct_juice', 'currant_direct_juice_made', 'direct_juice_made_blackcurrant', 'juice_made_blackcurrant_carbonization', 'still']",[300.0],[],[],[],[],['still'],[],[],0.9,0.0,1.0,1.0,1,"['ONE WAY alnavit bio black. currant direct juice 330ml \n#### food entrepreneur \nName: alnavit gmbh \naddress: darmstädter str. 63, 64404 bickenbach \nwww.alnavit.com \n#### organic certificate \nDE-ÖKO-007']","['["""" home page"""","""" nutrition"""","""" cold drinks"""","""" fruit- & vegetable juices""""]']"
42279013,alnavit purple_drops_superfruchtsaft,Alnavit,,,['purple_drops_superfruchtsaft'],"['purple_drops', 'drops_superfruchtsaft', 'superfruchtsaft', 'purple_drops_superfruchtsaft_juice']",[330.0],[],[],[],[],[],[],[],0.9,0.0,1.0,1.0,2,"['ONE WAY alnavit purple drops Bio Superfruchtsaft 330ml \n#### organic certificate \nDE-ÖKO-007', 'all categories, beverages, purple drops Superfruchtsaft']","['["""" all categories"""","""" beverages"""","""" purple drops Superfruchtsaft""""]', '["""" home page"""","""" nutrition"""","""" cold drinks"""","""" fruit- & vegetable juices""""]']"
42279020,alnavit pomegranate juice still direct_material,Alnavit,pomegranate,juice,['direct_material'],"['pomegranate', 'pomegranate_direct_juice_material', 'content_carbonization_still_pomegranate', 'carbonization_still_pomegranate_mother', 'still_pomegranate_mother_juice', 'still']",[330.0],[],[],[],['pomegranate'],['still'],[],[],0.9,0.0,1.0,1.0,2,"['all categories, beverages, pomegranate direct juice']","['["""" all categories"""","""" beverages"""","""" pomegranate direct juice""""]', '["""" nutrition"""","""" all nutritional- products""""]']"
42279037,alnavit cranberry juice still direct_sustainable,Alnavit,cranberry,juice,['direct_sustainable'],"['cranberry_direct_juice_sustainable', 'sourcing_organic_made_cranberry', 'organic_made_cranberry_flavour', 'cranberry', 'cranberry_flavour_cranberry_carbonization', 'still']",[330.0],[],[],[],['cranberry'],['still'],[],[],0.9,0.0,1.0,1.0,1,"['all categories, beverages, organic cranberry direct juice']","['["""" all categories"""","""" beverages"""","""" organic cranberry direct juice""""]']"
42279044,alnavit juice still sugar blueberry,Alnavit,,juice,['blueberry'],"['type_made_blueberry_juice', 'blueberry_carbonization_still_material', 'blueberry_direct_juice', 'made_blueberry_juice_content', 'still', 'sugar']",[330.0],[],[],[],[],['still'],['sugar'],[],0.9,0.0,1.0,1.0,3,"['ONE WAY alnavit bio blueberry direct juice 330ml \n#### food entrepreneur \nName: alnavit gmbh \naddress: darmstädter str. 63, 64404 bickenbach \nwww.alnavit.com \n#### organic certificate \nDE-ÖKO-007 \n###', 'all categories, beverages, blueberry direct juice', 'product description of the blueberry juice is a direct juice, of the from sun-ripened blueberries from controlled biological Wildfruchtsammlung will be produced. characteristic of the naturally cloudy']","['["""" all categories"""","""" beverages"""","""" blueberry direct juice""""]', '["""" beverages"""","""" Soft Drinks""""]', '["""" cold drinks"""","""" fruit- """","""" vegetable juices"""","""" nutrition""""]']"
42279051,alnavit elderflower juice carbonated still no_added_sugar type_made_elderberry elder_mother,Alnavit,elderflower,juice,"['type_made_elderberry', 'elder_mother']","['elder_mother_juice', 'ingredients_elderberry_flavour_elderflower', 'flavour_elderflower', 'no_added_sugar', 'sparkling', 'still']",[330.0],[],[],[],['elderflower'],"['carbonated', 'still']",['no_added_sugar'],[],0.9,0.0,1.0,1.0,3,"['ONE WAY alnavit bio elder direct juice 330ml \n#### food entrepreneur \nName: alnavit gmbh \naddress: darmstädter str. 63, 64404 bickenbach \nwww.alnavit.com \n#### organic certificate \nDE-ÖKO-007 \n#### te', 'all categories, beverages, elder direct juice']","['["""" all categories"""","""" beverages"""","""" elder direct juice""""]', '["""" home page"""","""" nutrition"""","""" cold drinks"""","""" fruit- & vegetable juices""""]', '["""" nutrition"""","""" beverages""""]']"
